"","tweet_id","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone"
"2326","-1219063808","negative","0","Bad Flight","0.3515","Southwest","","cindydchilds","","0","@SouthwestAir @Kaneshow @InternJohnRadio @mrerickv THIS IS EVERYTHING... now return that jet so we can go to Miami!","","2015-02-18 15:25:03 -0800","Maryland","Quito"
"2327","-472457216","neutral","1","","","United","","ianvalentine","","0","@united Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?","","2015-02-18 15:25:12 -0800","Brooklyn NY","Eastern Time (US & Canada)"
"2328","978583552","positive","1","","","Virgin America","","iamDavidAustin","","0","@VirginAmerica great. Well deserved.","","2015-02-18 15:25:15 -0800","","Pacific Time (US & Canada)"
"2329","-1357631488","neutral","1","","","Delta","","LindseyKelk","","0","@JetBlue hi! Is it possible to upgrade to a Mint seat on an already booked ticket? Thanks!","","2015-02-18 15:26:54 -0800","New York & LA","Eastern Time (US & Canada)"
"2330","-1546215424","negative","1","Lost Luggage","1","United","","mtezna","","0","@united Not sure what happened @ MSP yesterday but VERY UNHAPPY my bag was not only delayed but sat at MSP for 8 hrs b4 delivery @ 2:30 am","","2015-02-18 15:26:55 -0800","Virginia","Eastern Time (US & Canada)"
"2331","-1231634432","neutral","0","","0","Southwest","","Kaneshow","","1","YO! @InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv","","2015-02-18 15:28:06 -0800","Washington | Tampa | Baltimore","Eastern Time (US & Canada)"
"2332","-388759551","neutral","1","","","United","","vasm21","","0","@united PTY to PIT via IAH","","2015-02-18 15:28:13 -0800","Panamá",""
"2333","1263812608","negative","0","Late Flight","0.6534","United","","jasemccarty","","0","@united gotta love giving up 1st class upgrade b/c flight delayed to get another flight (also delayed) just to ensure I make my connection.","","2015-02-18 15:30:00 -0800","BTR/DCA/IAD/MSY - etc","Central Time (US & Canada)"
"2334","64430080","neutral","0","","0","Delta","","Bink_V","","0","@JetBlue I'd go to Australia to enjoy the land down under! Always been on my bucket list! #FlyingItForward","","2015-02-18 15:30:31 -0800","Washingon DC","Eastern Time (US & Canada)"
"2335","-925601792","negative","0","Customer Service Issue","0.351","Southwest","","travelnube","","0","@SouthwestAir Please update your website","","2015-02-18 15:31:29 -0800","Chicago IL ","Central Time (US & Canada)"
"2336","-1470873600","negative","1","Customer Service Issue","0.6966","United","","herestorian","","0","@united I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD","","2015-02-18 15:32:25 -0800","",""
"2337","1238831104","neutral","1","","","Delta","","copp461","","0","@JetBlue I would go to Italy to visit my relatives and see the house my dad left when he passed.","","2015-02-18 15:32:27 -0800","",""
"2338","-1076609024","positive","1","","","United","","parryaftab","","0","@united @parryaftab done thnx","","2015-02-18 15:33:41 -0800","","Central Time (US & Canada)"
"2339","-1462300672","neutral","1","","","United","","ghidinelli","","0","@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?","[41.98084325 -87.90939435]","2015-02-18 15:34:55 -0800","San Francisco California","Pacific Time (US & Canada)"
"2340","-1755910144","positive","1","","","Southwest","","kjzukow","","0","@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223","","2015-02-18 15:35:06 -0800","","Eastern Time (US & Canada)"
"2341","-1403592704","neutral","0","","","United","","bethanycknowles","","0","@united I just sent a long note with some suggestions. Thanks for getting back to me.","","2015-02-18 15:35:09 -0800","","Eastern Time (US & Canada)"
"2342","-275484672","neutral","1","","","Southwest","","syrahminush","","0","@SouthwestAir when will dates to fly go past August 7 2015?","","2015-02-18 15:35:13 -0800","Bay Area California","Pacific Time (US & Canada)"
"2343","-271314944","neutral","1","","","Delta","","JetBlueNews","","0","@JetBlue Airways Corporation Price Target Update - Stafford Daily http://t.co/vQmdmZaFUJ","","2015-02-18 15:36:04 -0800","USA","Sydney"
"2344","1209462784","negative","1","Can't Tell","0.3635","US Airways","","mma718","","0","@USAirways I don't think I've ever had a us airways flight that went smoothly.","","2015-02-18 15:36:08 -0800","Queens New York",""
"2345","752136192","negative","1","Customer Service Issue","1","United","","havecl","","0","@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail","","2015-02-18 15:37:19 -0800","",""
"2346","-162082815","negative","0","Late Flight","0.3579","Delta","","JunkyardFiegs","","0","@JetBlue Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!","[40.64520088 -73.77587636]","2015-02-18 15:37:41 -0800","","Central Time (US & Canada)"
"2347","1830219776","positive","1","","","Delta","","TheTechRabbi","","0","@JetBlue I can't say what airline I am on right now but I sincerely miss you. #bestairline","","2015-02-18 15:38:48 -0800","Los Angeles","Pacific Time (US & Canada)"
"2348","85200896","neutral","0","","","Virgin America","","franks105","","0","@VirginAmerica you should have 39 dollar LAX-Las fares!!!","","2015-02-18 15:39:30 -0800","Hogwarts","Pacific Time (US & Canada)"
"2349","-1064042496","negative","1","Can't Tell","0.6787","Southwest","","wreckingchelsea","","0","@SouthwestAir doesn't even have gluten free peanuts. whyyy me??","","2015-02-18 15:40:25 -0800","californyeah","Pacific Time (US & Canada)"
"2350","-2024468480","positive","0","","0","Southwest","","syrahminush","","0","@SouthwestAir woohoo that just made my day. I looked and just couldn't find that thank you!","","2015-02-18 15:41:26 -0800","Bay Area California","Pacific Time (US & Canada)"
"2351","2111250432","negative","1","Customer Service Issue","1","Delta","","djh11375","","0","@JetBlue I did not report the updated info - don't know how to reach them without a super long wait on hold at your main number.","","2015-02-18 15:41:48 -0800","Forest Hills NY","Eastern Time (US & Canada)"
"2352","1511305216","negative","1","Cancelled Flight","0.6701","United","","questions_faith","","0","@united well sorta....we r trying to get to Aquadilla PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ","","2015-02-18 15:42:17 -0800","Elkhart Indiana","Atlantic Time (Canada)"
"2353","1914097664","negative","1","Customer Service Issue","1","US Airways","","shammywhits","","0","@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.","","2015-02-18 15:44:03 -0800","Syracuse New York","Eastern Time (US & Canada)"
"2354","1586761728","negative","1","Customer Service Issue","1","US Airways","","NickAbel5","","0","@USAirways I appreciate that you actually monitor Twitter so please  pass along my feedback. I've tried calling about 15 times in 4 days :(","","2015-02-18 15:44:42 -0800","",""
"2355","1515622400","neutral","0","","0","US Airways","","LindseyWaters1","","0","@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck","","2015-02-18 15:44:54 -0800","Philadelphia PA",""
"2356","-308875264","negative","1","Late Flight","1","US Airways","","CAVHkraMriA","","0","@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.","","2015-02-18 15:45:04 -0800","","Eastern Time (US & Canada)"
"2357","429326336","neutral","1","","","United","","MikeFromRBLX","","0","@united Alright thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.","","2015-02-18 15:45:58 -0800","roblox.com","Eastern Time (US & Canada)"
"2358","609529856","negative","0","Can't Tell","0.346","United","","questions_faith","","0","@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.","","2015-02-18 15:46:04 -0800","Elkhart Indiana","Atlantic Time (Canada)"
"2359","1297362944","neutral","0","","0","United","","ItsAaronChriz","","0","“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”👎","","2015-02-18 15:47:35 -0800","I'm just a kid from Oak Harbor","Pacific Time (US & Canada)"
"2360","-1097572351","positive","1","","","Virgin America","","mirandahaustin","","0","@VirginAmerica this is too cool!  Never been on ur planes but now I will!!","","2015-02-18 15:48:09 -0800","Austin TX","Central Time (US & Canada)"
"2361","571940864","negative","1","Customer Service Issue","0.3588","Delta","","GenuineJack","","0","@JetBlue my dads vacation to SXM got delayed a day because of @AmericanAir shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out","","2015-02-18 15:49:14 -0800","Massachusetts","Central Time (US & Canada)"
"2362","-1533607936","negative","0","Bad Flight","0.3333","United","","JaimeAlexis","","0","@united makes total sense except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded.","","2015-02-18 15:50:16 -0800","San Francisco CA","Eastern Time (US & Canada)"
"2363","-564731902","negative","0","Bad Flight","0.697","Southwest","","DcRealityPunch","","0","@SouthwestAir My flight was 952 leaving las vegas at 5:40pm arriving at CHI-MID at 11:00 pm.","","2015-02-18 15:51:13 -0800","","Hawaii"
"2364","-1386958848","negative","1","Can't Tell","0.6501","Delta","","BeautifulLifePD","","0","@JetBlue while I appreciate that you actually responded I travel way too much for you to tell me coffee is not a basic option","[40.51794328 -74.48516831]","2015-02-18 15:51:25 -0800","Austin TX","Quito"
"2365","2119630848","neutral","0","","","Delta","","GenuineJack","","0","@JetBlue he's sch for 530 tmw on AA. would love to find him an earlier one with yall if possible. He's in FLL","","2015-02-18 15:51:33 -0800","Massachusetts","Central Time (US & Canada)"
"2366","1515520","negative","1","Can't Tell","0.3579","US Airways","","thefisch26","","0","@USAirways Secondary screenings a piece of the plane missing... Anything you want to tell us?","","2015-02-18 15:51:37 -0800","Washington DC","Central Time (US & Canada)"
"2367","76996608","negative","1","Late Flight","1","Delta","","JunkyardFiegs","","0","@JetBlue the big board says we aren't leaving until after 8:30 😩","[40.64518126 -73.77582926]","2015-02-18 15:52:48 -0800","","Central Time (US & Canada)"
"2368","378814464","neutral","1","","","Delta","","BeautifulLifePD","","0","@JetBlue 6am Austin to JFK","[40.51270596 -74.48509319]","2015-02-18 15:58:04 -0800","Austin TX","Quito"
"2369","1590968320","negative","1","Flight Booking Problems","0.3868","Delta","","GavinRamblesOn","","0","@JetBlue I'd fly to an airline who actually gave a crap about its fliers outside of generic apologies. Jet Blue is terrible #jetblue","","2015-02-18 15:59:08 -0800","Denver CO/NYC","Mountain Time (US & Canada)"
"2370","1914101763","positive","1","","","Delta","","GenuineJack","","0","@JetBlue I'll pass along the advice. You guys rock!!","","2015-02-18 16:00:14 -0800","Massachusetts","Central Time (US & Canada)"
"2371","1771319296","positive","1","","","United","","jasemccarty","","0","@united thanks for the re-upgrade to 1st class. It may be a 45 min flight but it is appreciated.","","2015-02-18 16:00:17 -0800","BTR/DCA/IAD/MSY - etc","Central Time (US & Canada)"
"2372","1163309056","negative","1","Late Flight","1","Delta","","amirieb","","0","@JetBlue : ur Wed BWI-BOSTON flights (8pm) really need to be better scheduled! They are almost always delayed!","","2015-02-18 16:01:33 -0800","College Park MD","Eastern Time (US & Canada)"
"2373","1490481152","neutral","0","","0","Southwest","","Armywives101","","0","@SouthwestAir Yay! And are dependents with ID (wife children) eligible to use this discount too? How do you use it over the phone/inperson?","","2015-02-18 16:02:15 -0800","Fayetteville North Carolina","Eastern Time (US & Canada)"
"2374","-1554755583","negative","1","Flight Attendant Complaints","0.686","Delta","","BeautifulLifePD","","0","@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about","[40.51806327 -74.48518231]","2015-02-18 16:03:17 -0800","Austin TX","Quito"
"2375","-2108235776","positive","0","","0","United","","promostuff4u","","0","@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville","","2015-02-18 16:03:22 -0800","Franklin Tennessee","Central Time (US & Canada)"
"2376","-128700416","neutral","1","","","Delta","","JetBlueNews","","0","@JetBlue Airways Corporation (JBLU) loses -0.06% on news that @JetBlue Airways ... - WallStreet Scope http://t.co/oFW4A8b5WS","","2015-02-18 16:05:04 -0800","USA","Sydney"
"2377","-1076457472","negative","0","Damaged Luggage","0.3308","Delta","","edgarsantana","","0","@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM","","2015-02-18 16:05:10 -0800","ÜT: 40.96513-73.872957","Eastern Time (US & Canada)"
